name,link,cuisine,rating,address,from,tel,coordinate,description
1009. MING CHUNG,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d779574-Reviews-MING_CHUNG-Singapore.html,"Chinese, Asian",4.5,"67 Maude Road, Singapore 208348 Singapore","Lavender,0.8 km from Little India",+65 6296 3428,"1.308086,103.858131","DetailsPRICE RANGES$7 - S$42CUISINESChinese, Asian, SingaporeanSpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
1010. Gandhi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1145113-Reviews-Gandhi-Singapore.html,"Indian, Asian",4,"31 Chander Road Little India, Singapore 219538 Singapore","Little India,0.3 km from Little India",+65 6299 5343,"1.308122,103.851440","DetailsCUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, DinnerView all detailsmeals, features"
Shang Palace,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d797464-Reviews-Shang_Palace-Singapore.html,"Chinese, Asian",4.5,"22 Orange Grove Road Shangri-La Hotel Shangri-La Hotel Singapore, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4473,"1.311022,103.826622","DetailsPRICE RANGES$70 - S$419CUISINESChinese, AsianSpecial DietsVegetarian Friendly, Vegan Options, Gluten Free OptionsView all detailsmeals, features, about"
1011. Beauty In The Pot,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12925875-Reviews-Beauty_In_The_Pot-Singapore.html,"Chinese, Asian",4.5,"176 Orchard Road The Centrepoint #05-15/16, The Centrepoint, Singapore 238843 Singapore","Somerset,0.1 km from Orchard Road",+65 6235 3557,"1.301758,103.839447","DetailsCUISINESChinese, Asian, SoupsSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, DinnerView all detailsmeals, features"
1012. Nadai Fujisoba Ni-Hachi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12538527-Reviews-Nadai_Fujisoba_Ni_Hachi-Singapore.html,Japanese,4.5,"100 Tras Street 100 am No. 03-14, Singapore 079027 Singapore","Anson,0.9 km from Chinatown",+65 6443 8827,"1.274533,103.843452","DetailsPRICE RANGES$2 - S$27CUISINESJapaneseMealsLunch, DinnerView all detailsfeatures, about"
1013. Afterglow by Anglow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6656861-Reviews-Afterglow_by_Anglow-Singapore.html,"International, Contemporary",4,"24 Keong Saik Road, Singapore 089131 Singapore","Outram,0.4 km from Chinatown",+65 6224 8921,"1.280100,103.841667","Food and ambienceInternational, Contemporary, Fusion, Healthy, Vegetarian FriendlyGood healthy foodI had a vegan burger in a gluten-free rice “bun”.I first had the Japanese salad (very fresh) and later on the Cuban burger wit..."
1014. Summer Hill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14047444-Reviews-Summer_Hill-Singapore.html,"37 reviews,$$ - $$$",4.5,"12 Clementi Street Block 106, #01-62, Singapore 120106 Singapore","Pasir Panjang 1,5.6 km from Singapore Botanic Gardens",+65 6251 5337,"1.321813,103.770027","Food and ambienceRoast Chicken and lemon tart were very good - inner seating area seemed a bit...The food quality was very good especially the grilled collar pork and chicken...Had the kurobuta pork chop, the roast chicken, and the black cod stew, paired...We had the pork collar in creamy mustard sauce and duck confit and foie gras..."
1015. Tatsu Sushi / Tatsu Teppanyaki,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1030627-Reviews-Tatsu_Sushi_Tatsu_Teppanyaki-Singapore.html,"Japanese, Sushi",4,"30 Victoria Street Chijmes #01-08, Chijmes, Singapore 187996 Singapore","City Hall,0.2 km from City Hall Building",+65 6332 5868,"1.295189,103.852661","DetailsPRICE RANGES$42 - S$209CUISINESJapanese, Sushi, Asian, GrillMealsLunch, DinnerView all detailsfeatures, about"
The Obelisk,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15010047-Reviews-The_Obelisk-Singapore.html,"European, Spanish",5,"61 Tanjong Pagar Road, Singapore 088482 Singapore","Outram,0.5 km from Chinatown",+65 6655 2691,"1.278349,103.843887","DetailsPRICE RANGES$20 - S$43CUISINESEuropean, Spanish, Asian, Thai, FusionMealsDinner, After-hours, DrinksView all detailsfeatures, about"
1016. Long Ji Zi Char,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11656264-Reviews-Long_Ji_Zi_Char-Singapore.html,"Chinese, Seafood",4.5,"253 Outram Road, Singapore 169050 Singapore","Outram,1.0 km from Chinatown",+65 9790 5682,"1.284893,103.835022","DetailsCUISINESChinese, Seafood, AsianMealsDinnerFEATURESTakeout, Reservations, Seating, Table ServiceView all detailsfeatures"
1017. Strictly Pancakes,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3470136-Reviews-Strictly_Pancakes-Singapore.html,American,4,"44A Prinsep Street Prinsep Place, Singapore 188674 Singapore","Central Area/City Area,0.7 km from Little India",,"1.299691,103.849632","DetailsCUISINESAmericanMealsBreakfast, Lunch, Dinner, BrunchFEATURESReservations, Table ServiceView all detailsfeatures"
1018. Delhi Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424498-Reviews-Delhi_Restaurant-Singapore.html,"Indian, Asian",4,"195C Serangoon Road Broadway Hotel Broadway Hotel Branch, Singapore 218067 Singapore","Little India,0.4 km from Little India",+65 6297 1148,"1.309144,103.853401","DetailsCUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, Dinner, Brunch, BreakfastView all detailsmeals, features"
1019. Meatsmith Little India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13358164-Reviews-Meatsmith_Little_India-Singapore.html,"Indian, American",4.5,"21 Campbell Lane, Singapore 209894 Singapore","Central Area/City Area,0.1 km from Little India",+65 9625 9056,"1.305498,103.852356","Food and ambienceIndian, American, Barbecue, AsianExcellent meat with an Indian twistBeef RibsAs are the Lamb Chops, they are perfectly cooked (med/rare) with the sauce to...They are run by the same group which owns burnt ends (which I went to earlier..."
1020. Tien Court Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d967077-Reviews-Tien_Court_Restaurant-Singapore.html,"Chinese, Asian",4,"403 Havelock Road Copthorne King's Hotel, Singapore 169632 Singapore","Central Area/City Area,1.0 km from Chinatown",+65 6733 0011,"1.288353,103.836639","DetailsCUISINESChinese, AsianMealsLunch, DinnerFEATURESReservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Highchairs AvailableView all detailsfeatures"
Alba 1836 Wine Bar & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7254819-Reviews-Alba_1836_Wine_Bar_Restaurant-Singapore.html,"Italian, European",4.5,"28 Duxton Hill #01-01, Singapore 089610 Singapore","Outram,0.5 km from Chinatown",+65 6222 2048,"1.278262,103.842712","DetailsCUISINESItalian, EuropeanSpecial DietsVegetarian Friendly, Gluten Free OptionsMealsDinner, LunchView all detailsmeals, features, about"
Heart of Darkness Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17421957-Reviews-Heart_of_Darkness_Singapore-Singapore.html,"Bar, Asian",5,"55 Tras Street, Singapore 078994 Singapore",0.5 km from Chinatown,+65 6208 7940,"1.277960,103.844521","Food and ambienceBar, Asian, Pub, Vietnamese, GastropubThe best beer in Asia finds a home in SingaporeThe chill atmosphere is perfect for a happy hour pint after work or a Sunday...... has grown to be so successful across Asia in just a few years since opening.The new bar in Tras street has the same “small” and intimate feeling of the p..."
1021. Old Cheng Du,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4237203-Reviews-Old_Cheng_Du-Singapore.html,"Chinese, Asian",4,"80 Pagoda Street, Singapore 059239 Singapore","Outram,0.1 km from Chinatown",+65 6222 6858,"1.283753,103.843620","Food and ambienceChinese, AsianThere are wide bean noodles at the bottom which can be eaten as staple food.Good Chinese restaurant in Chinatown SingaporeLoved the spicy options - Sichuan beef and duck with potatoes, plus long bean...The chicken with dry red chili was unlike anything I've ever had before."
1022. JiBiru Craft Beer Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3367167-Reviews-JiBiru_Craft_Beer_Bar-Singapore.html,"Bar, Pub",4,"313 Orchard Road 313 @ Somerset 313@Somerset #01-26, Singapore 238895 Singapore","Somerset,0.1 km from Orchard Road",+65 6732 6884,"1.301275,103.837959","DetailsCUISINESBar, Pub, Japanese, AsianMealsLunch, Dinner, DrinksFEATURESReservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Outdoor SeatingView all detailsfeatures, about"
1023. Mogambo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3604774-Reviews-Mogambo-Singapore.html,"Bar, International",4.5,"03 Canton Street #01-01 Boat Quay, Singapore 049745 Singapore","Central Area/City Area,0.6 km from Merlion Park",+65 6438 9808,"1.286226,103.849442","DetailsPRICE RANGES$11 - S$21CUISINESBar, International, PubMealsAfter-hours, DrinksView all detailsfeatures, about"
1024. Group Therapy Coffee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7794031-Reviews-Group_Therapy_Coffee-Singapore.html,"Cafe, International",4,"30 East Coast Road Village Hotel Katong Katong V #01-11, Singapore 428751 Singapore","Marine Parade,4.7 km from Singapore Flyer",,"1.304225,103.902443","Mentioned inSingapore in 24 hoursBy Visit SingaporeDetailsCUISINESCafe, InternationalMealsBreakfast, Brunch, Lunch, DinnerView all details"
1025. SPRMRKT,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11949988-Reviews-SPRMRKT-Singapore.html,"Cafe, Bar",4,"41 Robertson Quay STPI—Creative Workshop & Gallery, Singapore 238236 Singapore","Central Area/City Area,1.0 km from Chinatown",+65 9736 4032,"1.290628,103.840294","DetailsCUISINESCafe, Bar, DinerSpecial DietsVegetarian Friendly, Gluten Free OptionsMealsBreakfast, Lunch, Dinner, Brunch, DrinksView all detailsmeals, features, about"
"The English House, By Marco Pierre White, Singapore",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15635614-Reviews-The_English_House_By_Marco_Pierre_White_Singapore-Singapore.html,British,4,"28 Mohamed Sultan Road, Singapore 238972 Singapore",1.0 km from Orchard Road,+65 6545 4055,"1.293080,103.841278","DetailsCUISINESBritishMealsBreakfast, Lunch, Dinner, Brunch, DrinksFEATURESReservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table ServiceView all detailsfeatures, about"
1026. Eight Cafe & Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1142608-Reviews-Eight_Cafe_Bar-Singapore.html,"Cafe, Fusion",4.5,"8 Bukit Pasoh Road, Singapore 089822 Singapore","Central Area/City Area,0.6 km from Chinatown",+65 6220 4513,"1.278789,103.840820","DetailsPRICE RANGES$28 - S$42CUISINESCafe, FusionMealsLunch, DinnerView all detailsfeatures"
1027. Red Eye Smokehouse,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8714387-Reviews-Red_Eye_Smokehouse-Singapore.html,"Southwestern, Barbecue",4,"1 Cavan Road, Singapore 209842 Singapore","Lavender,1.2 km from Little India",+65 6291 0218,"1.310610,103.861046","DetailsPRICE RANGES$21 - S$42CUISINESSouthwestern, Barbecue, AmericanMealsDinner, Drinks, LunchView all detailsfeatures, about"
1028. Hakata Ikkousha Chijmes,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6940894-Reviews-Hakata_Ikkousha_Chijmes-Singapore.html,"Japanese, Asian",4,"30 Victoria Street #1-07 Chijmes #, Singapore 187996 Singapore","City Hall,0.2 km from City Hall Building",+65 6338 8460,"1.295208,103.852684","DetailsCUISINESJapanese, AsianMealsLunch, DinnerFEATURESSeating, Serves Alcohol, Table ServiceView all detailsfeatures"
1029. Les Bouchons Robertson Quay,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1082130-Reviews-Les_Bouchons_Robertson_Quay-Singapore.html,"French, Steakhouse",3.5,"60 Robertson Quay #01-02 the Quayside, Singapore 238252 Singapore","Robertson Quay,1.0 km from Chinatown",+65 6733 4414,"1.290403,103.840172","Food and ambienceFrench, Steakhouse, EuropeanBest Steak Frites in Singapore (written by my kids, for everyone)We had Escargot and Pork & Liver Terrine to start, with Angus Beef steaks as...Best Steak Frites in Singapore"
1030. Vineyard,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2621080-Reviews-Vineyard-Singapore.html,European,4,"33 Hyderabad Road #02-02 HortPark, Singapore Singapore","Kent Ridge,2.2 km from Singapore Cable Car",+65 6479 7977,"1.278733,103.801109","Food and ambienceEuropean, Vegetarian Friendly, Gluten Free OptionsThe Salad was great.For dessert we had tiramisu and for starters we had foie gras.. all in decent...The charcutarie platter and mussels were really delightful but pizzas on the...For our meal we chose the Salmon Poke Bowl and the Moroccan Lamb pizza which..."
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4,"56 Smith Street Chinatown, Singapore 058961 Singapore","Outram,0.1 km from Chinatown",+65 6323 0191,"1.282877,103.843254","DetailsPRICE RANGES$5 - S$5CUISINESChinese, Asian, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
1031. Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4,"56 Smith Street Chinatown, Singapore 058961 Singapore","Outram,0.1 km from Chinatown",+65 6323 0191,"1.282877,103.843254","DetailsPRICE RANGES$5 - S$5CUISINESChinese, Asian, SingaporeanMealsLunch, Dinner, BrunchView all detailsfeatures, about"
1032. Toast Box,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7239127-Reviews-Toast_Box-Singapore.html,"Cafe, Singaporean",4,"133 New Bridge Road #01-45 Chinatown Point Chinatown Point, Singapore 059413 Singapore","Outram,0.3 km from Chinatown",+65 6543 6261,"1.285711,103.844765","DetailsCUISINESCafe, SingaporeanMealsBreakfast, Lunch, BrunchFEATURESTakeout, Seating, Wheelchair AccessibleView all detailsfeatures"
1033. Krave,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8665297-Reviews-Krave-Singapore.html,Cafe,4,"28 Bali Lane, Singapore 189864 Singapore","Central Area/City Area,0.9 km from Little India",,"1.300981,103.858231","DetailsCUISINESCafeSpecial DietsHalalMealsLunch, Dinner, BrunchView all detailsmeals, features"
1034. Suriya Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423817-Reviews-Suriya_Restaurant-Singapore.html,"Indian, Asian",4,"140 Serangoon Rd Little India Shop Houses, Singapore 218041 Singapore","Central Area/City Area,0.3 km from Little India",+65 6296 3070,"1.307754,103.852737","DetailsCUISINESIndian, AsianSpecial DietsVegan Options, Vegetarian FriendlyMealsLunch, Dinner, Breakfast, Brunch, DrinksView all detailsmeals, features, about"
1035. BK Eating House,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6776455-Reviews-BK_Eating_House-Singapore.html,"Chinese, Asian",4,"21 South Bridge Road, Singapore 058661 Singapore","Central Area/City Area,0.7 km from Merlion Park",,"1.288185,103.848824","DetailsCUISINESChinese, Asian, Singaporean, MalaysianMealsLunch, Dinner, DrinksFEATURESOutdoor Seating, Serves Alcohol, Takeout, SeatingView all detailsfeatures"
Carnivore Brazilian Churrascaria,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3641009-Reviews-Carnivore_Brazilian_Churrascaria-Singapore.html,"Steakhouse, Brazilian",4,"30 Victoria Street Chijmes #01-30 Chijmes, Singapore 187996 Singapore","City Hall,0.2 km from City Hall Building",+65 6334 9332,"1.295053,103.851837","Food and ambienceSteakhouse, Brazilian, Barbecue, GrillMeat lovers, low-carb or salad bar - take your pick!... for meat lovers and also for those who just want to enjoy the salad bar.Special Occasion Dining, Groups, Business meetingsWhether you choose to go for normal dining, or special occasion, you expect v...Christmas Lunch"
1036. FoodClique By Kimly Foods,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9811786-Reviews-FoodClique_By_Kimly_Foods-Singapore.html,"Asian, Singaporean",4,"500 Jalan Sultan Hotel Boss #01-15, Hotel Boss, Singapore 199020 Singapore","Crawford,1.0 km from Little India",,"1.305517,103.860306","DetailsCUISINESAsian, Singaporean, Fast foodSpecial DietsVegetarian FriendlyMealsBreakfast, Lunch, Dinner, BrunchView all detailsmeals, features"
1037. LONG BEACH @ STEVENS,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13505221-Reviews-LONG_BEACH_STEVENS-Singapore.html,"Seafood, Singaporean",4.5,"30 Stevens Road #01-10, Singapore 257840 Singapore","Tanglin,1.2 km from Singapore Botanic Gardens",+65 6445 8833,"1.313694,103.827766","Food and ambienceSeafood, Singaporean, Chinese, AsianBest of the best seafood restaurantThey offered chili crab, black pepper crab, curry crab, chili and garlic crab...Excellent chilli crab and service... accompanied with sake and fried rice qualifies as my BEST CRAB meal EVER."
1038. Lotus Vegetarian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d926450-Reviews-Lotus_Vegetarian-Singapore.html,"Chinese, Asian",4,"201 Balestier Road Quality Hotel Marlow, Singapore 329926 Singapore","Novena,1.6 km from Little India",+65 6254 0090,"1.319916,103.852791","Food and ambienceChinese, Asian, Singaporean, Vegetarian Friendly, Vegan Options... Chinese food like fried rice, fried noodles , stir fried veggies, braised...... sua, Yong tau fu, chicken rice, laksa, sushiii, eggless cake, handmade di...It ‘s so yummy curry with tasty potatoes , bitter gourd marinated in black be..."
